,heuristic,board,correlation,sample_number
42973,interaction,10_hard_pruned,0.625542469,859
42974,interaction,10_medium_full,0.386097323,859
42975,interaction,10_medium_pruned,0.517028512,859
42976,interaction,6_easy_full,0.837837465,859
42977,interaction,6_easy_pruned,0.48578236,859
42978,interaction,6_hard_full,0.441287991,859
42979,interaction,6_hard_pruned,0.664967832,859
42980,linear,10_easy_full,0.332422882,859
42981,linear,10_easy_pruned,0.495710387,859
42982,linear,10_hard_full,0.692086284,859
42983,linear,10_hard_pruned,0.390544817,859
42984,linear,10_medium_full,0.427301449,859
42985,linear,10_medium_pruned,0.455232891,859
42986,linear,6_easy_full,0.66379029,859
42987,linear,6_easy_pruned,0.545563832,859
42988,linear,6_hard_full,0.155810997,859
42989,linear,6_hard_pruned,0.569767995,859
42990,non-linear,10_easy_full,0.374468287,859
42991,non-linear,10_easy_pruned,0.379457881,859
42992,non-linear,10_hard_full,0.57889356,859
42993,non-linear,10_hard_pruned,0.548677386,859
42994,non-linear,10_medium_full,0.455014446,859
42995,non-linear,10_medium_pruned,0.198671607,859
42996,non-linear,6_easy_full,0.856489806,859
42997,non-linear,6_easy_pruned,0.447520557,859
42998,non-linear,6_hard_full,0.545149636,859
42999,non-linear,6_hard_pruned,0.491992782,859
43000,blocking,10_easy_full,0.584290044,860
43001,blocking,10_easy_pruned,0.495942463,860
43002,blocking,10_hard_full,0.76023642,860
43003,blocking,10_hard_pruned,0.553768832,860
43004,blocking,10_medium_full,0.553496309,860
43005,blocking,10_medium_pruned,0.732764815,860
43006,blocking,6_easy_full,0.902877081,860
43007,blocking,6_easy_pruned,0.699744788,860
43008,blocking,6_hard_full,0.770222016,860
43009,blocking,6_hard_pruned,0.630687824,860
43010,density,10_easy_full,0.242913402,860
43011,density,10_easy_pruned,0.339059378,860
43012,density,10_hard_full,0.39202468,860
43013,density,10_hard_pruned,-0.008387126,860
43014,density,10_medium_full,0.35112008,860
43015,density,10_medium_pruned,0.130951648,860
43016,density,6_easy_full,0.197369682,860
43017,density,6_easy_pruned,0.536675983,860
43018,density,6_hard_full,0.282524966,860
43019,density,6_hard_pruned,0.255742271,860
43020,interaction,10_easy_full,0.555842558,860
43021,interaction,10_easy_pruned,0.582591308,860
43022,interaction,10_hard_full,0.606917887,860
43023,interaction,10_hard_pruned,0.528371366,860
43024,interaction,10_medium_full,0.341496106,860
43025,interaction,10_medium_pruned,0.522070451,860
43026,interaction,6_easy_full,0.779085614,860
43027,interaction,6_easy_pruned,0.656658188,860
43028,interaction,6_hard_full,0.545446818,860
43029,interaction,6_hard_pruned,0.599374244,860
43030,linear,10_easy_full,0.279230708,860
43031,linear,10_easy_pruned,0.439072784,860
43032,linear,10_hard_full,0.369845912,860
43033,linear,10_hard_pruned,0.441648509,860
43034,linear,10_medium_full,0.406814627,860
43035,linear,10_medium_pruned,0.44752152,860
43036,linear,6_easy_full,0.600280164,860
43037,linear,6_easy_pruned,0.508097676,860
43038,linear,6_hard_full,0.513238752,860
43039,linear,6_hard_pruned,0.658827571,860
43040,non-linear,10_easy_full,0.405041165,860
43041,non-linear,10_easy_pruned,0.470861301,860
43042,non-linear,10_hard_full,0.543349453,860
43043,non-linear,10_hard_pruned,0.384484323,860
43044,non-linear,10_medium_full,0.36022241,860
43045,non-linear,10_medium_pruned,0.447005185,860
43046,non-linear,6_easy_full,0.797281906,860
43047,non-linear,6_easy_pruned,0.614295691,860
43048,non-linear,6_hard_full,0.37535602,860
43049,non-linear,6_hard_pruned,0.503542259,860
43050,blocking,10_easy_full,0.704169389,861
43051,blocking,10_easy_pruned,0.633190303,861
43052,blocking,10_hard_full,0.601982287,861
43053,blocking,10_hard_pruned,0.687125569,861
43054,blocking,10_medium_full,0.200717226,861
43055,blocking,10_medium_pruned,0.475780067,861
43056,blocking,6_easy_full,0.880129934,861
43057,blocking,6_easy_pruned,0.683893706,861
43058,blocking,6_hard_full,0.625400632,861
43059,blocking,6_hard_pruned,0.701424441,861
43060,density,10_easy_full,0.096572462,861
43061,density,10_easy_pruned,0.385154133,861
43062,density,10_hard_full,0.324528055,861
43063,density,10_hard_pruned,0.497611091,861
43064,density,10_medium_full,0.09213914,861
43065,density,10_medium_pruned,0.014537507,861
43066,density,6_easy_full,0.442726646,861
43067,density,6_easy_pruned,0.37949427,861
43068,density,6_hard_full,0.315994732,861
43069,density,6_hard_pruned,0.109488195,861
43070,interaction,10_easy_full,0.642974687,861
43071,interaction,10_easy_pruned,0.433211451,861
43072,interaction,10_hard_full,0.577135265,861
43073,interaction,10_hard_pruned,0.611197439,861
43074,interaction,10_medium_full,0.438874363,861
43075,interaction,10_medium_pruned,0.55181778,861
43076,interaction,6_easy_full,0.886401741,861
43077,interaction,6_easy_pruned,0.474596563,861
43078,interaction,6_hard_full,0.480046088,861
43079,interaction,6_hard_pruned,0.482846734,861
43080,linear,10_easy_full,0.367872775,861
43081,linear,10_easy_pruned,0.349071096,861
43082,linear,10_hard_full,0.460225204,861
43083,linear,10_hard_pruned,0.339048546,861
43084,linear,10_medium_full,0.344643519,861
43085,linear,10_medium_pruned,0.297948296,861
43086,linear,6_easy_full,0.677313012,861
43087,linear,6_easy_pruned,0.504072408,861
43088,linear,6_hard_full,0.536709967,861
43089,linear,6_hard_pruned,0.526577115,861
43090,non-linear,10_easy_full,0.465141631,861
43091,non-linear,10_easy_pruned,0.444246776,861
43092,non-linear,10_hard_full,0.602125222,861
43093,non-linear,10_hard_pruned,0.502684621,861
43094,non-linear,10_medium_full,0.339113496,861
43095,non-linear,10_medium_pruned,0.510347665,861
43096,non-linear,6_easy_full,0.841001528,861
43097,non-linear,6_easy_pruned,0.638972074,861
43098,non-linear,6_hard_full,0.531717733,861
43099,non-linear,6_hard_pruned,0.466013963,861
43100,blocking,10_easy_full,0.636270599,862
43101,blocking,10_easy_pruned,0.520810636,862
43102,blocking,10_hard_full,0.658101676,862
43103,blocking,10_hard_pruned,0.766590815,862
43104,blocking,10_medium_full,0.333329576,862
43105,blocking,10_medium_pruned,0.733663382,862
43106,blocking,6_easy_full,0.903251872,862
43107,blocking,6_easy_pruned,0.730876823,862
43108,blocking,6_hard_full,0.586214633,862
43109,blocking,6_hard_pruned,0.712096114,862
43110,density,10_easy_full,0.284663322,862
43111,density,10_easy_pruned,0.325972006,862
43112,density,10_hard_full,0.302610605,862
43113,density,10_hard_pruned,0.376480073,862
43114,density,10_medium_full,0.278081847,862
43115,density,10_medium_pruned,-0.009405027,862
43116,density,6_easy_full,0.530162684,862
43117,density,6_easy_pruned,0.319948812,862
43118,density,6_hard_full,0.443164551,862
43119,density,6_hard_pruned,0.30223608,862
43120,interaction,10_easy_full,0.624239301,862
43121,interaction,10_easy_pruned,0.628751538,862
43122,interaction,10_hard_full,0.415939817,862
43123,interaction,10_hard_pruned,0.211992556,862
43124,interaction,10_medium_full,0.456227431,862
43125,interaction,10_medium_pruned,0.268593401,862
43126,interaction,6_easy_full,0.860061698,862
43127,interaction,6_easy_pruned,0.619328552,862
43128,interaction,6_hard_full,0.693261696,862
43129,interaction,6_hard_pruned,0.578178859,862
43130,linear,10_easy_full,0.516863923,862
43131,linear,10_easy_pruned,0.469106732,862
43132,linear,10_hard_full,0.477964582,862
43133,linear,10_hard_pruned,0.569137914,862
43134,linear,10_medium_full,0.444066422,862
43135,linear,10_medium_pruned,0.404409527,862
43136,linear,6_easy_full,0.741511636,862
43137,linear,6_easy_pruned,0.582810056,862
43138,linear,6_hard_full,0.515061383,862
43139,linear,6_hard_pruned,0.448660889,862
43140,non-linear,10_easy_full,0.381888549,862
43141,non-linear,10_easy_pruned,0.469866968,862
43142,non-linear,10_hard_full,0.548847598,862
43143,non-linear,10_hard_pruned,0.411755991,862
43144,non-linear,10_medium_full,0.317763671,862
43145,non-linear,10_medium_pruned,0.337323494,862
43146,non-linear,6_easy_full,0.783101497,862
43147,non-linear,6_easy_pruned,0.718293212,862
43148,non-linear,6_hard_full,0.644285094,862
43149,non-linear,6_hard_pruned,0.516419041,862
43150,blocking,10_easy_full,0.623771519,863
43151,blocking,10_easy_pruned,0.658639077,863
43152,blocking,10_hard_full,0.686155743,863
43153,blocking,10_hard_pruned,0.736482357,863
43154,blocking,10_medium_full,0.482213175,863
43155,blocking,10_medium_pruned,0.279036098,863
43156,blocking,6_easy_full,0.821535997,863
43157,blocking,6_easy_pruned,0.541297342,863
43158,blocking,6_hard_full,0.515831558,863
43159,blocking,6_hard_pruned,0.53602404,863
43160,density,10_easy_full,0.356357973,863
43161,density,10_easy_pruned,0.415615812,863
43162,density,10_hard_full,0.438088221,863
43163,density,10_hard_pruned,0.388106456,863
43164,density,10_medium_full,0.260739864,863
43165,density,10_medium_pruned,0.36624239,863
43166,density,6_easy_full,0.472803989,863
43167,density,6_easy_pruned,0.549647316,863
43168,density,6_hard_full,0.421323134,863
43169,density,6_hard_pruned,0.519696237,863
43170,interaction,10_easy_full,0.612243034,863
43171,interaction,10_easy_pruned,0.578121815,863
43172,interaction,10_hard_full,0.657828753,863
43173,interaction,10_hard_pruned,0.476885879,863
43174,interaction,10_medium_full,0.58548671,863
43175,interaction,10_medium_pruned,0.644315376,863
43176,interaction,6_easy_full,0.847678532,863
43177,interaction,6_easy_pruned,0.563006818,863
43178,interaction,6_hard_full,0.379620074,863
43179,interaction,6_hard_pruned,0.622513576,863
43180,linear,10_easy_full,0.269845451,863
43181,linear,10_easy_pruned,0.505282319,863
43182,linear,10_hard_full,0.491264936,863
43183,linear,10_hard_pruned,0.521207683,863
43184,linear,10_medium_full,0.486642456,863
43185,linear,10_medium_pruned,0.434642088,863
43186,linear,6_easy_full,0.591905296,863
43187,linear,6_easy_pruned,0.500574544,863
43188,linear,6_hard_full,0.487109991,863
43189,linear,6_hard_pruned,0.539481238,863
43190,non-linear,10_easy_full,0.516626066,863
43191,non-linear,10_easy_pruned,0.590636559,863
43192,non-linear,10_hard_full,0.557017963,863
43193,non-linear,10_hard_pruned,0.341370474,863
43194,non-linear,10_medium_full,0.660720198,863
43195,non-linear,10_medium_pruned,0.578246395,863
43196,non-linear,6_easy_full,0.760705744,863
43197,non-linear,6_easy_pruned,0.568872323,863
43198,non-linear,6_hard_full,0.478207542,863
43199,non-linear,6_hard_pruned,0.639621599,863
43200,blocking,10_easy_full,0.677806392,864
43201,blocking,10_easy_pruned,0.620424827,864
43202,blocking,10_hard_full,0.65678604,864
43203,blocking,10_hard_pruned,0.509854508,864
43204,blocking,10_medium_full,0.471255084,864
43205,blocking,10_medium_pruned,0.35194675,864
43206,blocking,6_easy_full,0.801837015,864
43207,blocking,6_easy_pruned,0.525840332,864
43208,blocking,6_hard_full,0.539913525,864
43209,blocking,6_hard_pruned,0.562362625,864
43210,density,10_easy_full,-0.039238139,864
43211,density,10_easy_pruned,0.443253038,864
43212,density,10_hard_full,0.323787281,864
43213,density,10_hard_pruned,0.462108906,864
43214,density,10_medium_full,0.034086401,864
43215,density,10_medium_pruned,0.251250181,864
43216,density,6_easy_full,0.133272189,864
43217,density,6_easy_pruned,0.510900801,864
43218,density,6_hard_full,0.318080097,864
43219,density,6_hard_pruned,0.393918103,864
43220,interaction,10_easy_full,0.47431371,864
43221,interaction,10_easy_pruned,0.647154945,864
43222,interaction,10_hard_full,0.579249003,864
43223,interaction,10_hard_pruned,0.6291409,864
43224,interaction,10_medium_full,0.57992215,864
43225,interaction,10_medium_pruned,0.63010116,864
43226,interaction,6_easy_full,0.920461417,864
43227,interaction,6_easy_pruned,0.720838307,864
43228,interaction,6_hard_full,0.689127369,864
43229,interaction,6_hard_pruned,0.662288593,864
43230,linear,10_easy_full,0.261909164,864
43231,linear,10_easy_pruned,0.423176715,864
43232,linear,10_hard_full,0.467111879,864
43233,linear,10_hard_pruned,0.478475002,864
43234,linear,10_medium_full,0.422994049,864
43235,linear,10_medium_pruned,0.528350734,864
43236,linear,6_easy_full,0.577162011,864
43237,linear,6_easy_pruned,0.542706063,864
43238,linear,6_hard_full,0.493458267,864
43239,linear,6_hard_pruned,0.618393499,864
43240,non-linear,10_easy_full,0.456849729,864
43241,non-linear,10_easy_pruned,0.542714155,864
43242,non-linear,10_hard_full,0.46924362,864
43243,non-linear,10_hard_pruned,0.642314572,864
43244,non-linear,10_medium_full,0.495957893,864
43245,non-linear,10_medium_pruned,0.353818778,864
43246,non-linear,6_easy_full,0.868475725,864
43247,non-linear,6_easy_pruned,0.711874652,864
43248,non-linear,6_hard_full,0.338621049,864
43249,non-linear,6_hard_pruned,0.509785832,864
43250,blocking,10_easy_full,0.636240593,865
43251,blocking,10_easy_pruned,0.576148038,865
43252,blocking,10_hard_full,0.692875164,865
43253,blocking,10_hard_pruned,0.603119821,865
43254,blocking,10_medium_full,0.498663873,865
43255,blocking,10_medium_pruned,0.645719025,865
43256,blocking,6_easy_full,0.821342696,865
43257,blocking,6_easy_pruned,0.486708016,865
43258,blocking,6_hard_full,0.670651624,865
43259,blocking,6_hard_pruned,0.574573124,865
43260,density,10_easy_full,0.079179154,865
43261,density,10_easy_pruned,0.553188462,865
43262,density,10_hard_full,0.245753872,865
43263,density,10_hard_pruned,0.185809083,865
43264,density,10_medium_full,0.073309624,865
43265,density,10_medium_pruned,0.072662073,865
43266,density,6_easy_full,0.287957499,865
43267,density,6_easy_pruned,0.57602678,865
43268,density,6_hard_full,0.365376042,865
43269,density,6_hard_pruned,0.293880405,865
43270,interaction,10_easy_full,0.430255376,865
43271,interaction,10_easy_pruned,0.503326988,865
43272,interaction,10_hard_full,0.625684862,865
43273,interaction,10_hard_pruned,0.539665855,865
43274,interaction,10_medium_full,0.325492757,865
43275,interaction,10_medium_pruned,0.539164791,865
43276,interaction,6_easy_full,0.854413038,865
43277,interaction,6_easy_pruned,0.648583053,865
43278,interaction,6_hard_full,0.546699437,865
43279,interaction,6_hard_pruned,0.6128553,865
43280,linear,10_easy_full,0.38178676,865
43281,linear,10_easy_pruned,0.269255784,865
43282,linear,10_hard_full,0.664380456,865
43283,linear,10_hard_pruned,0.400928821,865
43284,linear,10_medium_full,0.62696686,865
43285,linear,10_medium_pruned,0.262992056,865
43286,linear,6_easy_full,0.778529743,865
43287,linear,6_easy_pruned,0.592182263,865
43288,linear,6_hard_full,0.29400498,865
43289,linear,6_hard_pruned,0.613141211,865
43290,non-linear,10_easy_full,0.479716691,865
43291,non-linear,10_easy_pruned,0.547514514,865
43292,non-linear,10_hard_full,0.681017712,865
43293,non-linear,10_hard_pruned,0.55162369,865
43294,non-linear,10_medium_full,0.28870616,865
43295,non-linear,10_medium_pruned,0.574232679,865
43296,non-linear,6_easy_full,0.810111364,865
43297,non-linear,6_easy_pruned,0.549152648,865
43298,non-linear,6_hard_full,0.516155084,865
43299,non-linear,6_hard_pruned,0.541868447,865
43300,blocking,10_easy_full,0.629603012,866
43301,blocking,10_easy_pruned,0.60528397,866
43302,blocking,10_hard_full,0.584250299,866
43303,blocking,10_hard_pruned,0.721373784,866
43304,blocking,10_medium_full,0.572545486,866
43305,blocking,10_medium_pruned,0.485771133,866
43306,blocking,6_easy_full,0.804094489,866
43307,blocking,6_easy_pruned,0.483443782,866
43308,blocking,6_hard_full,0.607704187,866
43309,blocking,6_hard_pruned,0.57650357,866
43310,density,10_easy_full,0.118849591,866
43311,density,10_easy_pruned,0.289871965,866
43312,density,10_hard_full,0.223123067,866
43313,density,10_hard_pruned,0.390356987,866
43314,density,10_medium_full,0.264493682,866
43315,density,10_medium_pruned,0.318303445,866
43316,density,6_easy_full,0.584260583,866
43317,density,6_easy_pruned,0.464318917,866
43318,density,6_hard_full,0.268669084,866
43319,density,6_hard_pruned,0.404895576,866
43320,interaction,10_easy_full,0.488109174,866
43321,interaction,10_easy_pruned,0.612804342,866
43322,interaction,10_hard_full,0.619293872,866
43323,interaction,10_hard_pruned,0.530623636,866
43324,interaction,10_medium_full,0.467658297,866
43325,interaction,10_medium_pruned,0.604007422,866
43326,interaction,6_easy_full,0.765318949,866
43327,interaction,6_easy_pruned,0.635171373,866
43328,interaction,6_hard_full,0.528309294,866
43329,interaction,6_hard_pruned,0.509000953,866
43330,linear,10_easy_full,0.170417724,866
43331,linear,10_easy_pruned,0.563648794,866
43332,linear,10_hard_full,0.350145581,866
43333,linear,10_hard_pruned,0.517475572,866
43334,linear,10_medium_full,0.539962795,866
43335,linear,10_medium_pruned,0.437731202,866
43336,linear,6_easy_full,0.685136006,866
43337,linear,6_easy_pruned,0.576536345,866
43338,linear,6_hard_full,0.209780632,866
43339,linear,6_hard_pruned,0.606309284,866
43340,non-linear,10_easy_full,0.476682356,866
43341,non-linear,10_easy_pruned,0.610813421,866
43342,non-linear,10_hard_full,0.485611463,866
43343,non-linear,10_hard_pruned,0.31859056,866
43344,non-linear,10_medium_full,0.455211967,866
43345,non-linear,10_medium_pruned,0.462362145,866
43346,non-linear,6_easy_full,0.823483195,866
43347,non-linear,6_easy_pruned,0.632949346,866
43348,non-linear,6_hard_full,0.603610206,866
43349,non-linear,6_hard_pruned,0.547248076,866
43350,blocking,10_easy_full,0.633841606,867
43351,blocking,10_easy_pruned,0.657702547,867
43352,blocking,10_hard_full,0.622119947,867
43353,blocking,10_hard_pruned,0.554313228,867
43354,blocking,10_medium_full,0.498298157,867
43355,blocking,10_medium_pruned,0.50299909,867
43356,blocking,6_easy_full,0.827442687,867
43357,blocking,6_easy_pruned,0.612030826,867
43358,blocking,6_hard_full,0.553342968,867
43359,blocking,6_hard_pruned,0.792269174,867
43360,density,10_easy_full,-0.033924336,867
43361,density,10_easy_pruned,0.510565706,867
43362,density,10_hard_full,0.343386279,867
43363,density,10_hard_pruned,0.396935086,867
43364,density,10_medium_full,0.274102902,867
43365,density,10_medium_pruned,0.21634884,867
43366,density,6_easy_full,0.467958033,867
43367,density,6_easy_pruned,0.281996992,867
43368,density,6_hard_full,0.232087297,867
43369,density,6_hard_pruned,0.405526189,867
43370,interaction,10_easy_full,0.319635474,867
43371,interaction,10_easy_pruned,0.689818304,867
43372,interaction,10_hard_full,0.657094337,867
43373,interaction,10_hard_pruned,0.446197937,867
43374,interaction,10_medium_full,0.535753443,867
43375,interaction,10_medium_pruned,0.553974071,867
43376,interaction,6_easy_full,0.847550243,867
43377,interaction,6_easy_pruned,0.448707273,867
43378,interaction,6_hard_full,0.576075083,867
43379,interaction,6_hard_pruned,0.512840274,867
43380,linear,10_easy_full,0.115832633,867
43381,linear,10_easy_pruned,0.447444801,867
43382,linear,10_hard_full,0.501347802,867
43383,linear,10_hard_pruned,0.223941395,867
43384,linear,10_medium_full,0.519897896,867
43385,linear,10_medium_pruned,0.50753814,867
43386,linear,6_easy_full,0.790645401,867
43387,linear,6_easy_pruned,0.544849775,867
43388,linear,6_hard_full,0.468547758,867
43389,linear,6_hard_pruned,0.566482819,867
43390,non-linear,10_easy_full,0.53675094,867
43391,non-linear,10_easy_pruned,0.436041946,867
43392,non-linear,10_hard_full,0.546645733,867
43393,non-linear,10_hard_pruned,0.556561937,867
43394,non-linear,10_medium_full,0.414842123,867
43395,non-linear,10_medium_pruned,0.25461848,867
43396,non-linear,6_easy_full,0.813886951,867
43397,non-linear,6_easy_pruned,0.576631724,867
43398,non-linear,6_hard_full,0.614504583,867
43399,non-linear,6_hard_pruned,0.497334092,867
43400,blocking,10_easy_full,0.666598407,868
43401,blocking,10_easy_pruned,0.650719466,868
43402,blocking,10_hard_full,0.619107445,868
43403,blocking,10_hard_pruned,0.594946564,868
43404,blocking,10_medium_full,0.490778448,868
43405,blocking,10_medium_pruned,0.40488621,868
43406,blocking,6_easy_full,0.846677345,868
43407,blocking,6_easy_pruned,0.714912709,868
43408,blocking,6_hard_full,0.581505856,868
43409,blocking,6_hard_pruned,0.586067594,868
43410,density,10_easy_full,0.245114263,868
43411,density,10_easy_pruned,0.286190692,868
43412,density,10_hard_full,0.28639092,868
43413,density,10_hard_pruned,0.530428323,868
43414,density,10_medium_full,0.280580921,868
43415,density,10_medium_pruned,0.239170684,868
43416,density,6_easy_full,0.262353485,868
43417,density,6_easy_pruned,0.477442245,868
43418,density,6_hard_full,0.144897853,868
43419,density,6_hard_pruned,0.461081629,868
43420,interaction,10_easy_full,0.46682169,868
43421,interaction,10_easy_pruned,0.583481201,868
43422,interaction,10_hard_full,0.669755033,868
43423,interaction,10_hard_pruned,0.292513256,868
43424,interaction,10_medium_full,0.469409444,868
43425,interaction,10_medium_pruned,0.475579352,868
43426,interaction,6_easy_full,0.885783269,868
43427,interaction,6_easy_pruned,0.521500645,868
43428,interaction,6_hard_full,0.648442692,868
43429,interaction,6_hard_pruned,0.574660868,868
43430,linear,10_easy_full,0.196875763,868
43431,linear,10_easy_pruned,0.445829521,868
43432,linear,10_hard_full,0.395530436,868
43433,linear,10_hard_pruned,0.456632784,868
43434,linear,10_medium_full,0.266621375,868
43435,linear,10_medium_pruned,0.211659602,868
43436,linear,6_easy_full,0.815026349,868
43437,linear,6_easy_pruned,0.648629824,868
43438,linear,6_hard_full,0.593471604,868
43439,linear,6_hard_pruned,0.491559337,868
43440,non-linear,10_easy_full,0.362851307,868
43441,non-linear,10_easy_pruned,0.537177341,868
43442,non-linear,10_hard_full,0.60945562,868
43443,non-linear,10_hard_pruned,0.515339357,868
43444,non-linear,10_medium_full,0.452588751,868
43445,non-linear,10_medium_pruned,0.540739124,868
43446,non-linear,6_easy_full,0.908834139,868
43447,non-linear,6_easy_pruned,0.654171935,868
43448,non-linear,6_hard_full,0.557905181,868
43449,non-linear,6_hard_pruned,0.712436437,868
43450,blocking,10_easy_full,0.574897976,869
43451,blocking,10_easy_pruned,0.656962572,869
43452,blocking,10_hard_full,0.589092374,869
43453,blocking,10_hard_pruned,0.509912379,869
43454,blocking,10_medium_full,0.500056959,869
43455,blocking,10_medium_pruned,0.464251087,869
43456,blocking,6_easy_full,0.829748785,869
43457,blocking,6_easy_pruned,0.676750475,869
43458,blocking,6_hard_full,0.560517337,869
43459,blocking,6_hard_pruned,0.482498319,869
43460,density,10_easy_full,0.11484454,869
43461,density,10_easy_pruned,0.549668609,869
43462,density,10_hard_full,0.275858679,869
43463,density,10_hard_pruned,0.20924308,869
43464,density,10_medium_full,0.22501065,869
43465,density,10_medium_pruned,0.23128743,869
43466,density,6_easy_full,0.400545809,869
43467,density,6_easy_pruned,0.407964726,869
43468,density,6_hard_full,0.368163089,869
43469,density,6_hard_pruned,0.420670715,869
43470,interaction,10_easy_full,0.572917705,869
43471,interaction,10_easy_pruned,0.497005482,869
43472,interaction,10_hard_full,0.572870059,869
43473,interaction,10_hard_pruned,0.516875982,869
43474,interaction,10_medium_full,0.456881655,869
43475,interaction,10_medium_pruned,0.5241564,869
43476,interaction,6_easy_full,0.792617766,869
43477,interaction,6_easy_pruned,0.720169597,869
43478,interaction,6_hard_full,0.547886563,869
43479,interaction,6_hard_pruned,0.503650179,869
43480,linear,10_easy_full,0.032142585,869
43481,linear,10_easy_pruned,0.343762756,869
43482,linear,10_hard_full,0.529212004,869
43483,linear,10_hard_pruned,0.184644573,869
43484,linear,10_medium_full,0.417571358,869
43485,linear,10_medium_pruned,0.249551819,869
43486,linear,6_easy_full,0.711598095,869
43487,linear,6_easy_pruned,0.549161877,869
43488,linear,6_hard_full,0.447836148,869
43489,linear,6_hard_pruned,0.499695186,869
43490,non-linear,10_easy_full,0.384979268,869
43491,non-linear,10_easy_pruned,0.425378449,869
43492,non-linear,10_hard_full,0.414898436,869
43493,non-linear,10_hard_pruned,0.407133915,869
43494,non-linear,10_medium_full,0.410126609,869
43495,non-linear,10_medium_pruned,0.523043183,869
43496,non-linear,6_easy_full,0.862077273,869
43497,non-linear,6_easy_pruned,0.534093426,869
43498,non-linear,6_hard_full,0.599644527,869
43499,non-linear,6_hard_pruned,0.652789424,869
43500,blocking,10_easy_full,0.540029886,870
43501,blocking,10_easy_pruned,0.501790536,870
43502,blocking,10_hard_full,0.585588082,870
43503,blocking,10_hard_pruned,0.529694673,870
43504,blocking,10_medium_full,0.454536426,870
43505,blocking,10_medium_pruned,0.521400223,870
43506,blocking,6_easy_full,0.839648808,870
43507,blocking,6_easy_pruned,0.649880245,870
43508,blocking,6_hard_full,0.762510654,870
43509,blocking,6_hard_pruned,0.613019966,870
43510,density,10_easy_full,0.079920226,870
43511,density,10_easy_pruned,0.313760847,870
43512,density,10_hard_full,0.444351482,870
43513,density,10_hard_pruned,0.259531716,870
43514,density,10_medium_full,0.259767522,870
43515,density,10_medium_pruned,-0.031186852,870
43516,density,6_easy_full,0.322792818,870
43517,density,6_easy_pruned,0.564884432,870
43518,density,6_hard_full,0.395191415,870
43519,density,6_hard_pruned,0.400072463,870
43520,interaction,10_easy_full,0.502941468,870
43521,interaction,10_easy_pruned,0.537943308,870
43522,interaction,10_hard_full,0.668381971,870
43523,interaction,10_hard_pruned,0.53009356,870
43524,interaction,10_medium_full,0.289972071,870
43525,interaction,10_medium_pruned,0.389438906,870
43526,interaction,6_easy_full,0.845438744,870
43527,interaction,6_easy_pruned,0.558736851,870
43528,interaction,6_hard_full,0.654478835,870
43529,interaction,6_hard_pruned,0.642177287,870
43530,linear,10_easy_full,0.273628517,870
43531,linear,10_easy_pruned,0.250639688,870
43532,linear,10_hard_full,0.47455919,870
43533,linear,10_hard_pruned,0.535547432,870
43534,linear,10_medium_full,0.514671423,870
43535,linear,10_medium_pruned,0.231159868,870
43536,linear,6_easy_full,0.668914429,870
43537,linear,6_easy_pruned,0.566010606,870
43538,linear,6_hard_full,0.237634136,870
43539,linear,6_hard_pruned,0.440557748,870
43540,non-linear,10_easy_full,0.369556946,870
43541,non-linear,10_easy_pruned,0.507478813,870
43542,non-linear,10_hard_full,0.478606035,870
43543,non-linear,10_hard_pruned,0.379117981,870
43544,non-linear,10_medium_full,0.619068655,870
43545,non-linear,10_medium_pruned,0.401378532,870
43546,non-linear,6_easy_full,0.760787225,870
43547,non-linear,6_easy_pruned,0.534301891,870
43548,non-linear,6_hard_full,0.599693199,870
43549,non-linear,6_hard_pruned,0.575608012,870
43550,blocking,10_easy_full,0.634518,871
43551,blocking,10_easy_pruned,0.678734791,871
43552,blocking,10_hard_full,0.695056934,871
43553,blocking,10_hard_pruned,0.494385522,871
43554,blocking,10_medium_full,0.393511311,871
43555,blocking,10_medium_pruned,0.485732497,871
43556,blocking,6_easy_full,0.764601672,871
43557,blocking,6_easy_pruned,0.560615405,871
43558,blocking,6_hard_full,0.458408821,871
43559,blocking,6_hard_pruned,0.523961997,871
43560,density,10_easy_full,0.225907537,871
43561,density,10_easy_pruned,0.322482828,871
43562,density,10_hard_full,0.317285841,871
43563,density,10_hard_pruned,0.252227705,871
43564,density,10_medium_full,0.324492051,871
43565,density,10_medium_pruned,0.23484697,871
43566,density,6_easy_full,0.470906614,871
43567,density,6_easy_pruned,0.663052786,871
43568,density,6_hard_full,0.416823488,871
43569,density,6_hard_pruned,0.290406273,871
43570,interaction,10_easy_full,0.485281225,871
43571,interaction,10_easy_pruned,0.509380071,871
43572,interaction,10_hard_full,0.53068232,871
43573,interaction,10_hard_pruned,0.532512159,871
43574,interaction,10_medium_full,0.419492575,871
43575,interaction,10_medium_pruned,0.546975421,871
43576,interaction,6_easy_full,0.860401322,871
43577,interaction,6_easy_pruned,0.629380087,871
43578,interaction,6_hard_full,0.49908496,871
43579,interaction,6_hard_pruned,0.663968819,871
43580,linear,10_easy_full,0.359522615,871
43581,linear,10_easy_pruned,0.469024912,871
43582,linear,10_hard_full,0.486165583,871
43583,linear,10_hard_pruned,0.431830493,871
43584,linear,10_medium_full,0.421306664,871
43585,linear,10_medium_pruned,0.304634709,871
43586,linear,6_easy_full,0.709167124,871
43587,linear,6_easy_pruned,0.524994272,871
43588,linear,6_hard_full,0.489317762,871
43589,linear,6_hard_pruned,0.456051298,871
43590,non-linear,10_easy_full,0.50981456,871
